PROMOTION_CODE|COUPON_CODE|BUSINESS_DATE|TRANSACTION_DATE|GL_POST_DATE|STORE_NO|SKU_NUMBER|TRANSACTION_NUMBER|TRANSACTION_LINE_NUMBER|TERMINAL_ID|TRANSACTION_TYPE|ATG_ORDER_NO|LOCAL_DISCOUNT_AMT|ATG_PROFILE_ID|BI_USA_ID
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 10:47:51||768|2207231|37577|1|3|SALE||4.20||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 10:47:51||768|2198588|37577|3|3|SALE||3.75||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 10:47:51||768|2042984|37577|4|3|SALE||18.00||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 10:58:20||856|1478403|43194|1|2|SALE||8.00||
198:682:117||2020-02-11|2020-02-11 11:31:21||554|2048858|48537|6|2|SALE||4.09||
198:682:117||2020-02-11|2020-02-11 11:31:21||554|2048858|48537|7|2|SALE||8.00||
198:682:117||2020-02-11|2020-02-11 11:31:21||554|2110674|48537|8|2|SALE||4.59||
198:682:117||2020-02-11|2020-02-11 10:29:59||560|1973734|3466|5|1|SALE||8.00||
10||2020-02-11|2020-02-11 11:29:30||586|2218279|9099|2|1|RETURN||-29.70||
254:1907:325||2020-02-11|2020-02-11 11:16:52||682|1900810|82200|3|2|SALE||39.00||
48||2020-02-11|2020-02-11 11:33:25||768|2203305|37581|1|3|RETURN||-3.30||
197:681:116||2020-02-11|2020-02-11 11:19:54||842|1973767|89035|7|2|SALE||7.00||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 11:27:33||860|1108240|97096|1|1|SALE||8.00||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 11:21:10||862|2215903|9790|3|4|SALE||8.00||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 11:30:32||892|2063329|20306|1|3|SALE||8.00||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 11:21:14||896|1898196|29256|1|1|SALE||8.00||
198:682:117||2020-02-11|2020-02-11 11:29:32||1260|2110682|11633|4|1|SALE||6.00||
10||2020-02-11|2020-02-11 10:36:22||130|2285856|58029|1|5|RETURN||-79.80||
265:1911:336||2020-02-11|2020-02-11 10:40:32||132|1658434|97827|1|3|RETURN||-20.00||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 11:37:24||146|1970235|829|1|3|SALE||7.80||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 11:37:24||146|1900000|829|2|3|SALE||4.95||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 11:37:24||146|2084424|829|3|3|SALE||4.35||
HOLIDAY_BONUS_ROUGE||2020-02-11|2020-02-11 10:38:30||150|2094274|55797|1|5|RETURN||-4.80||
HOLIDAY_BONUS_ROUGE||2020-02-11|2020-02-11 10:38:30||150|2249910|55797|2|5|RETURN||-8.40||
HOLIDAY_BONUS_ROUGE||2020-02-11|2020-02-11 10:40:26||150|2070621|55798|1|5|RETURN||-8.00||
HOLIDAY_BONUS_ROUGE||2020-02-11|2020-02-11 10:40:26||150|2282606|55798|2|5|RETURN||-5.00||
HOLIDAY_BONUS_ROUGE||2020-02-11|2020-02-11 10:40:26||150|2115962|55798|3|5|RETURN||-7.60||
277:2002:348|840021020200000006012020|2020-02-11|2020-02-11 11:43:27||208|2066256|44613|3|1|SALE||1.40||
277:2002:348|840021020200000006012020|2020-02-11|2020-02-11 11:43:27||208|1836535|44613|4|1|SALE||1.30||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 11:44:02||266|2286227|39017|1|1|SALE||10.80||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 11:34:14||268|2164085|56317|1|3|SALE||.60||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 11:34:14||268|2164051|56317|2|3|SALE||.60||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 11:34:14||268|1794478|56317|3|3|SALE||1.80||
08||2020-02-11|2020-02-11 10:40:50||286|2098689|97083|2|3|RETURN||-9.80||
HOLIDAY_BONUS_ROUGE||2020-02-11|2020-02-11 11:48:15||294|2288082|12220|2|3|RETURN||-5.80||
84:92:182||2020-02-11|2020-02-11 11:36:33||302|1791094|1908|6|1|SALE||4.25||
84:92:182||2020-02-11|2020-02-11 11:36:33||302|1791102|1908|7|1|SALE||4.25||
84:92:182||2020-02-11|2020-02-11 11:36:33||302|1791383|1908|8|1|SALE||4.25||
84:92:182||2020-02-11|2020-02-11 11:36:33||302|1791094|1908|9|1|SALE||4.25||
198:682:117||2020-02-11|2020-02-11 11:41:08||332|2048858|36266|8|3|SALE||6.00||
08||2020-02-11|2020-02-11 11:43:01||334|1960061|51469|1|3|RETURN||-5.10||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 11:46:38||350|1557941|65540|1|1|SALE||14.40||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 11:46:38||350|2244606|65540|2|1|SALE||10.20||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 11:38:23||354|2245918|52294|1|3|SALE||1.80||
198:682:117||2020-02-11|2020-02-11 11:41:52||368|1764976|72981|4|3|SALE||6.00||
PROMO_SCC_1791||2020-02-11|2020-02-11 11:38:05||370|2106573|32994|1|4|RETURN||-5.70||
PROMO_SCC_1791||2020-02-11|2020-02-11 11:38:05||370|2209880|32994|2|4|RETURN||-5.70||
170:654:239||2020-02-11|2020-02-11 11:47:23||370|2033538|32997|2|4|SALE||4.67||
170:654:239||2020-02-11|2020-02-11 11:47:23||370|2033496|32997|3|4|SALE||4.67||
170:654:239||2020-02-11|2020-02-11 11:47:23||370|2033454|32997|4|4|SALE||4.67||
08||2020-02-11|2020-02-11 11:43:26||372|2127009|45914|1|1|RETURN||-5.25||
08||2020-02-11|2020-02-11 11:43:26||372|2127025|45914|2|1|RETURN||-6.00||
10||2020-02-11|2020-02-11 11:36:16||374|1573229|72234|1|6|RETURN||-4.80||
38|RW00342415290412|2020-02-11|2020-02-11 11:35:35||398|2148542|19789|1|3|SALE||5.00||
198:682:117||2020-02-11|2020-02-11 11:46:14||448|1764950|71658|8|4|SALE||6.00||
PROMO_TLP_xsellfrag20pfeb20_0800693|DFSK4NVFD|2020-02-11|2020-02-11 11:50:57||330|2267797|71263|1|3|SALE||30.00||
HOLIDAY_BONUS_VIB||2020-02-11|2020-02-11 11:54:45||332|2211696|36271|1|3|RETURN||-4.20||
HOLIDAY_BONUS_VIB||2020-02-11|2020-02-11 11:54:45||332|2202380|36271|2|3|RETURN||-6.75||
PROMO_SCC_1791||2020-02-11|2020-02-11 12:05:17||370|2247625|33006|1|4|RETURN||-4.35||
PROMO_SCC_1791||2020-02-11|2020-02-11 12:05:17||370|1954478|33006|2|4|RETURN||-5.70||
85:93:126||2020-02-11|2020-02-11 11:54:54||376|1893544|33945|5|1|SALE||4.95||
265:1911:336||2020-02-11|2020-02-11 11:54:32||384|2098689|56933|1|4|RETURN||-12.56||
216:1161:144||2020-02-11|2020-02-11 11:55:07||390|2085934|83430|1|1|SALE||28.00||
267:1911:337||2020-02-11|2020-02-11 12:01:04||392|1809193|3116|1|3|RETURN||-7.91||
169:653:238||2020-02-11|2020-02-11 11:56:12||416|2033587|61583|2|3|SALE||4.67||
169:653:238||2020-02-11|2020-02-11 11:56:12||416|2033611|61583|7|3|SALE||4.67||
170:654:239||2020-02-11|2020-02-11 11:56:12||416|2033488|61583|8|3|SALE||4.67||
10||2020-02-11|2020-02-11 12:05:34||426|2277747|92074|1|3|RETURN||-5.93||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 12:01:19||428|2288140|10960|1|3|SALE||7.50||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 12:01:19||428|1636489|10960|2|3|SALE||4.80||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 12:01:19||428|1636489|10960|3|3|SALE||4.80||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 12:01:19||428|2243541|10960|4|3|SALE||4.80||
169:653:238||2020-02-11|2020-02-11 11:03:20||446|2033611|9727|3|64|SALE||3.50||
169:653:238||2020-02-11|2020-02-11 11:03:20||446|2033595|9727|4|64|SALE||3.50||
10||2020-02-11|2020-02-11 11:54:43||502|1483536|13537|1|1|RETURN||-8.00||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 11:54:43||502|1688860|13537|2|1|SALE||8.00||
197:681:116||2020-02-11|2020-02-11 12:07:20||502|1973767|59595|4|4|SALE||7.00||
198:682:117||2020-02-11|2020-02-11 12:02:17||502|1764950|65177|4|6|SALE||8.00||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 12:06:00||504|1465301|528|1|1|SALE||16.80||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 12:06:00||504|1923507|528|2|1|SALE||19.20||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 12:04:36||516|1412238|60661|1|3|SALE||8.00||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 11:59:46||518|2269587|89543|1|2|SALE||8.00||
PROMO_0800307||2020-02-11|2020-02-11 12:00:51||524|1735380|10121|1|4|RETURN||-3.33||
10||2020-02-11|2020-02-11 12:00:51||524|2133502|10121|2|4|RETURN||-7.80||
197:681:116||2020-02-11|2020-02-11 12:02:37||532|1765056|40309|5|3|SALE||7.00||
85:93:126||2020-02-11|2020-02-11 12:02:37||532|1893544|40309|6|3|SALE||7.00||
198:682:117||2020-02-11|2020-02-11 11:55:33||544|1764950|89729|4|4|SALE||8.00||
85:93:126||2020-02-11|2020-02-11 12:03:43||544|2273977|89731|1|4|RETURN||-2.33||
198:682:117||2020-02-11|2020-02-11 10:54:17||566|1764950|42903|4|1|SALE||8.00||
85:93:126||2020-02-11|2020-02-11 10:54:17||566|1893544|42903|9|1|SALE||7.00||
85:93:126||2020-02-11|2020-02-11 10:54:17||566|1893544|42903|10|1|SALE||7.00||
EMPL:SEPH_EMPL_GENERAL||2020-02-11|2020-02-11 13:01:38||570|1531748|84827|1|1|RETURN||-8.40||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 13:01:38||570|1824184|84827|2|1|SALE||8.40||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 11:54:44||664|1296128|19382|1|1|SALE||6.00||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 11:54:44||664|2245637|19382|2|1|SALE||7.80||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 11:54:44||664|2223246|19382|3|1|SALE||12.00||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 11:54:44||664|2049419|19382|4|1|SALE||12.00||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 11:54:44||664|2223261|19382|5|1|SALE||12.00||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 11:54:44||664|2049419|19382|6|1|SALE||12.00||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 11:54:44||664|1649631|19382|7|1|SALE||9.00||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 11:54:44||664|2047660|19382|8|1|SALE||8.70||
198:682:117||2020-02-11|2020-02-11 10:56:34||688|1764976|15602|6|1|SALE||6.00||
10||2020-02-11|2020-02-11 10:58:13||724|1718006|24406|1|1|RETURN||-7.05||
18|6179641201353376|2020-02-11|2020-02-11 12:03:50||754|2156107|22785|1|1|SALE||25.00||
245:1905:316||2020-02-11|2020-02-11 11:01:26||756|2063907|55472|4|4|SALE||24.00||
198:682:117||2020-02-11|2020-02-11 10:57:07||780|1973684|90609|4|2|SALE||6.00||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 11:16:14||724|2215598|24411|3|1|SALE||1.80||
17||2020-02-11|2020-02-11 10:11:54||736|2240620|10233|1|1|RETURN||-10.00||
264:1911:335||2020-02-11|2020-02-11 12:12:55||772|1688860|46597|1|1|RETURN||-10.13||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 11:09:33||786|2033264|29909|1|1|SALE||8.40||
PROMO_0800307||2020-02-11|2020-02-11 12:10:19||860|1674696|4481|1|3|RETURN||-8.00||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 12:10:19||860|1674670|4481|2|3|SALE||8.00||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 12:12:15||1214|2117166|13543|1|1|SALE||16.50||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 12:12:15||1214|1167147|13543|2|1|SALE||7.80||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 12:12:15||1214|2263804|13543|3|1|SALE||9.60||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 12:12:15||1214|2284602|13543|4|1|SALE||4.20||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 12:12:15||1214|2209922|13543|5|1|SALE||11.40||
10||2020-02-11|2020-02-11 11:17:04||1228|1686427|33965|1|1|RETURN||-7.60||
49||2020-02-11|2020-02-11 11:19:14||1228|2186625|33966|1|1|RETURN||-7.45||
85:93:126||2020-02-11|2020-02-11 11:31:33||68|1893544|91523|4|4|SALE||4.95||
85:93:126||2020-02-11|2020-02-11 11:31:33||68|1893544|91523|8|4|SALE||4.95||
85:93:126||2020-02-11|2020-02-11 11:27:28||256|1893544|73527|5|3|SALE||4.95||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 12:24:00||260|2223592|11701|1|2|SALE||9.90||
PROMO_TLP_xsellfrag20pfeb20_0800693||2020-02-11|2020-02-11 12:26:07||266|1982610|93224|1|4|RETURN||-27.00||
267:1911:337||2020-02-11|2020-02-11 11:22:25||286|2117125|97098|2|3|RETURN||-12.50||
267:1911:337||2020-02-11|2020-02-11 11:22:25||286|1292820|97098|3|3|RETURN||-12.50||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 12:26:48||322|1459130|82349|3|1|SALE||11.25||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 12:26:48||322|1459155|82349|4|1|SALE||14.85||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 12:26:48||322|1629971|82349|5|1|SALE||13.43||
264:1911:335||2020-02-11|2020-02-11 12:31:44||326|1784826|11736|1|5|RETURN||-7.69||
PROMO_0800703||2020-02-11|2020-02-11 12:31:15||374|2051928|41282|1|8|RETURN||-7.62||
198:682:117||2020-02-11|2020-02-11 12:26:04||392|1973734|52660|4|4|SALE||6.00||
197:681:116||2020-02-11|2020-02-11 12:26:10||394|1973767|73884|4|1|SALE||5.00||
47||2020-02-11|2020-02-11 12:26:45||398|2156479|36596|1|4|RETURN||-3.00||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 12:22:56||406|2248417|27183|1|1|SALE||22.50||
10||2020-02-11|2020-02-11 12:19:59||444|1891357|24199|1|2|RETURN||-4.80||
85:93:126||2020-02-11|2020-02-11 12:22:35||454|1893544|2518|14|3|SALE||4.95||
FRIENDS_AND_FAMILY||2020-02-11|2020-02-11 12:22:09||458|2157212|5332|1|4|RETURN||-2.80||
241:1904:312||2020-02-11|2020-02-11 12:26:58||500|2205631|71179|2|2|SALE||62.00||
PROMO_TLP_xsellfrag20pfeb20_0800693|DFSK4NVFD|2020-02-11|2020-02-11 12:29:04||500|2175107|13080|1|66|SALE||9.80||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 12:22:05||502|2124196|42872|1|3|SALE||8.00||
48||2020-02-11|2020-02-11 12:31:16||504|2156495|93040|1|4|RETURN||-5.45||
10||2020-02-11|2020-02-11 12:22:07||524|2213122|21591|1|3|RETURN||-2.00||
PROMO_0800307||2020-02-11|2020-02-11 10:29:59||534|1780543|41806|1|1|RETURN||-8.00||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 10:34:27||534|2164051|50374|1|4|SALE||3.60||
198:682:117||2020-02-11|2020-02-11 12:25:31||544|1973684|56154|4|2|SALE||8.00||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 12:32:24||544|2183994|89736|1|4|SALE||8.00||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 12:23:59||544|2051886|36967|1|6|SALE||8.00||
56||2020-02-11|2020-02-11 12:25:15||544|2213163|36968|1|6|SALE||24.75||
PROMO_0800307||2020-02-11|2020-02-11 12:27:15||552|1919380|25306|1|4|RETURN||-8.00||
PROMO_0800307||2020-02-11|2020-02-11 12:27:15||552|1919380|25306|2|4|SALE||8.00||
08||2020-02-11|2020-02-11 11:28:34||560|2275857|3478|1|1|RETURN||-7.50||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 10:25:08||564|1177567|79418|1|2|SALE||5.57||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 10:25:08||564|1806306|79418|2|2|SALE||2.43||
240:1903:311|124031820190000012312030|2020-02-11|2020-02-11 14:03:44||596|2092773|17490|1|1|SALE||24.00||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 13:55:27||596|1927284|17995|1|2|SALE||8.00||
214:1159:141||2020-02-11|2020-02-11 12:37:47||354|1698174|52312|11|3|SALE||74.00||
214:1159:141||2020-02-11|2020-02-11 12:37:47||354|1698174|52312|13|3|SALE||74.00||
198:682:117||2020-02-11|2020-02-11 12:30:01||356|1764976|35233|1|6|SALE||.90||
198:682:117||2020-02-11|2020-02-11 12:30:01||356|1764950|35233|2|6|SALE||.90||
198:682:117||2020-02-11|2020-02-11 12:30:01||356|1764950|35233|3|6|SALE||.90||
198:682:117||2020-02-11|2020-02-11 12:30:01||356|2118479|35233|4|6|SALE||6.00||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 12:30:01||356|2058006|35233|5|6|SALE||10.35||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 12:30:01||356|2230829|35233|6|6|SALE||3.00||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 12:30:01||356|1107051|35233|7|6|SALE||4.43||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 12:30:01||356|2156487|35233|8|6|SALE||2.70||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 12:30:01||356|2248110|35233|9|6|SALE||5.85||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 12:30:01||356|1572916|35233|10|6|SALE||5.10||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 12:30:01||356|1893031|35233|13|6|SALE||10.95||
PROMO_SCC_1791||2020-02-11|2020-02-11 12:44:58||368|2042869|59881|1|2|RETURN||-4.50||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 12:30:15||378|2031102|88822|1|1|SALE||7.35||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 12:30:15||378|1847128|88822|2|1|SALE||4.50||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 12:30:15||378|1925700|88822|3|1|SALE||3.75||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 12:30:15||378|2130227|88822|4|1|SALE||1.80||
PROMO_0800703||2020-02-11|2020-02-11 12:37:07||390|2172559|22778|1|2|RETURN||-6.00||
198:682:117||2020-02-11|2020-02-11 12:37:59||414|2118479|3827|5|4|SALE||6.00||
198:682:117||2020-02-11|2020-02-11 12:37:59||414|1764976|3827|9|4|SALE||6.00||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 12:44:29||414|1756527|3832|1|4|SALE||7.80||
47||2020-02-11|2020-02-11 12:41:45||426|1359553|70876|1|4|RETURN||-8.81||
197:681:116||2020-02-11|2020-02-11 10:44:43||474|1973767|84418|4|4|SALE||5.00||
08||2020-02-11|2020-02-11 11:32:35||476|2246981|57161|1|3|RETURN||-7.80||
08||2020-02-11|2020-02-11 11:32:35||476|2247021|57161|2|3|RETURN||-7.80||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 12:40:27||500|1925163|88964|1|3|SALE||8.00||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 12:41:05||500|1966241|88965|1|3|SALE||8.00||
18|6178567679388224|2020-02-11|2020-02-11 12:39:30||500|2112530|1649|1|5|SALE||25.00||
PROMO_TLP_xsellfrag20pfeb20_0800693|DFSK4NVFD|2020-02-11|2020-02-11 12:45:38||504|1005727|36814|1|2|SALE||20.00||
198:682:117||2020-02-11|2020-02-11 12:40:24||508|1764950|49037|6|3|SALE||8.00||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 12:40:39||518|1478361|89567|1|2|SALE||8.00||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 12:40:15||524|1917210|97396|1|1|SALE||8.00||
18||2020-02-11|2020-02-11 12:42:28||524|2251288|97397|1|1|RETURN||-42.94||

*** WARNING: skipped 617739 bytes of output ***

267:1911:337||2020-02-11|2020-02-11 12:06:27||894|1834464|20690|1|1|RETURN||-25.00||
PROMO_SPRING_BONUS_ROUGE_1790||2020-02-11|2020-02-11 12:07:41||894|2117976|20691|1|1|RETURN||-7.00||
198:682:117||2020-02-11|2020-02-11 11:54:26||940|2048858|81552|4|4|SALE||6.00||
209:1154:130||2020-02-11|2020-02-11 11:55:12||1126|2037927|90150|3|1|SALE||72.00||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 11:04:21||1142|1943729|35565|1|4|SALE||3.60||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 11:04:21||1142|2245926|35565|2|4|SALE||4.80||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 11:54:09||1206|1622075|21061|2|1|SALE||2.70||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 11:54:09||1206|2182079|21061|3|1|SALE||2.70||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 11:54:09||1206|1056100|21061|4|1|SALE||3.45||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 10:11:25||16|1963727|25975|1|4|SALE||10.80||
265:1911:336||2020-02-11|2020-02-11 11:05:53||66|2070498|71687|1|6|RETURN||-10.26||
10||2020-02-11|2020-02-11 11:10:27||108|2084648|31222|1|3|RETURN||-6.20||
265:1911:336||2020-02-11|2020-02-11 11:14:28||108|1056084|31225|4|3|RETURN||-5.41||
PROMO_TLP_atriskmonthly20p_0800662||2020-02-11|2020-02-11 12:11:40||112|2268613|95141|1|4|RETURN||-5.00||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-11|2020-02-11 11:13:24||130|2259976|71326|1|4|SALE||6.00||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 11:13:24||130|1973767|71326|2|4|SALE||2.00||
PROMO_SCC_1791||2020-02-11|2020-02-11 12:13:06||158|1912385|90792|1|3|RETURN||-12.00||
PROMO_TLP_xsellfrag20pfeb20_0800693|DFSK4NVFD|2020-02-11|2020-02-11 11:10:39||160|2259042|44344|1|1|SALE||23.00||
56||2020-02-11|2020-02-11 11:18:20||218|2243319|71288|1|3|SALE||3.75||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 12:16:27||268|2186906|96469|1|4|SALE||4.00||
EMPL:SEPH_EMPL_40|EMPL|2020-02-11|2020-02-11 12:16:27||268|2186906|96469|2|4|SALE||4.00||
254:1907:325||2020-02-11|2020-02-11 12:15:40||274|1900828|74167|1|4|SALE||39.00||
17||2020-02-11|2020-02-11 12:10:12||310|2022598|51074|1|1|RETURN||-4.57||
197:681:116||2020-02-11|2020-02-11 12:14:24||310|1973767|91770|9|5|SALE||5.00||
198:682:117||2020-02-11|2020-02-11 12:21:30||310|2048858|91774|5|5|SALE||6.00||
198:682:117||2020-02-11|2020-02-11 12:11:51||356|2048858|14843|7|5|SALE||6.00||
197:681:116||2020-02-11|2020-02-11 12:06:39||374|2233427|41276|5|8|SALE||5.00||
197:681:116||2020-02-11|2020-02-11 12:06:39||374|1973767|41276|10|8|SALE||5.00||
197:681:116||2020-02-11|2020-02-11 12:17:57||414|1765056|3822|5|4|SALE||5.00||
198:682:117||2020-02-11|2020-02-11 12:17:57||414|2118479|3822|9|4|SALE||6.00||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 12:09:56||500|2181055|88959|1|3|SALE||8.00||
PROMO_0800307|400023221138|2020-02-11|2020-02-11 12:13:37||500|2121531|93740|1|4|SALE||8.00||
198:682:117||2020-02-11|2020-02-11 12:15:36||518|2060283|64315|6|3|SALE||8.00||
10||2020-02-11|2020-02-11 10:16:11||534|1925189|10012|2|6|RETURN||-8.60||
10||2020-02-11|2020-02-11 10:16:11||534|1925528|10012|3|6|RETURN||-8.00||
198:682:117||2020-02-11|2020-02-11 12:08:47||544|1764950|89733|9|4|SALE||8.00||
198:682:117||2020-02-11|2020-02-11 12:08:47||544|2060283|89733|13|4|SALE||8.00||
198:682:117||2020-02-11|2020-02-11 12:15:16||554|1764950|53807|5|1|SALE||8.00||
265:1911:336||2020-02-11|2020-02-11 10:08:20||582|2031649|34358|1|2|RETURN||-7.26||
198:682:117||2020-02-11|2020-02-11 12:10:55||594|1973734|12455|4|2|SALE||8.00||
PROMO_0800703||2020-02-11|2020-02-11 11:18:43||652|2058113|33419|1|4|RETURN||-3.66||
PROMO_0800703||2020-02-11|2020-02-11 11:18:43||652|2186641|33419|2|4|RETURN||-1.74||
PROMO_SCC_1791|PROMO_SCC|2020-02-11|2020-02-11 11:16:14||724|1103779|24411|2|1|SALE||6.30||
56||2020-02-26|2020-02-26 23:40:04||568|1477371|1039|1|1|SALE||66.00||
56||2020-02-26|2020-02-26 23:40:04||568|2253177|1039|2|1|SALE||20.80||
56||2020-02-26|2020-02-26 23:40:04||568|2202414|1039|3|1|SALE||239.60||
56||2020-02-26|2020-02-26 23:44:35||568|2202414|1041|1|1|SALE||59.90||
17||2020-02-24|2020-02-26 23:42:57||412|9027|40536|3|1|SALE||17.00||
17||2020-02-24|2020-02-27 00:03:08||500|9027|8616|1|1|SALE||5.34||
17||2020-02-24|2020-02-27 00:03:08||500|9027|8616|1|1|SALE||25.80||
17||2020-02-24|2020-02-27 00:03:08||500|1040|8616|4|1|SALE||4.66||
17||2020-02-24|2020-02-27 00:03:08||500|1040|8616|4|1|SALE||22.50||
18|7777165369647255|2020-02-24|2020-02-27 04:03:15||500|1069947|8633|1|1|SALE||10.50||
18|7777165369647255|2020-02-24|2020-02-27 04:04:24||500|1069947|8634|1|1|RETURN||-10.50||
18|7777165369647255|2020-02-24|2020-02-27 04:04:24||500|1069947|8634|2|1|SALE||10.50||
18|7777165369651460|2020-02-24|2020-02-27 04:04:24||500|1069947|8634|3|1|SALE||10.00||
18|7777165369651460|2020-02-24|2020-02-27 04:10:26||500|1069947|8636|2|1|RETURN||-10.00||
18|7777165369651460|2020-02-24|2020-02-27 04:10:26||500|1069947|8636|3|1|SALE||10.00||
56||2020-02-24|2020-02-27 04:10:26||500|1069947|8636|5|1|SALE||2.10||
17||2020-02-24|2020-02-27 04:48:33||500|9027|8637|1|1|SALE||10.00||
17||2020-02-24|2020-02-27 04:48:33||500|9027|8637|1|1|SALE||-10.00||
EMPL:SEPH_EMPL_GENERAL|EMPL|2020-02-27|2020-02-27 05:51:47||66|1069962|37033|1|1|SALE||4.50||
