org_id,atg_id,usa_id,sephora_id,order_number,atg_order_number,transaction_date,transaction_datetime,transaction_datetime_utc,fulfill_milestone_datetime,channel_type,transaction_type,sub_transaction_type,store_number,mplus_store_number,bi_tier_atorder,units,gross_sales_usd_amount,gross_sales_local_amount,sales_afterdiscount_usd_amount,sales_afterdiscount_local_amount,net_sales_usd_amount,net_sales_local_amount,discount_usd_amount,discount_local_amount,exchange_rate,giftwrap_gross_amount,giftwrap_net_amount,ship_gross_amount,ship_net_amount,tax_amount,origin_of_order,country_of_origin,currency_code,cancel_flag,dotcom_guest_flag,flash_order_type,csr_id,transaction_number,language,original_order_number,terminal_id,demand_gross_sales,demand_discounted_sales,ship_amount,gift_wrap_amount,gift_wrap_flag,gwp_flag,order_cancel_flag,order_cancel_datetime,sample_flag,order_submit_datetime,order_submit_datetime_utc,order_submit_datetime_local,order_submit_year_month,order_submit_date,order_submit_hour,dp_create_timestamp,dp_update_timestamp,sephora_id_update_timestamp,topic,partition,offset,timestamp,channel,transaction_datetime_local,hold_release_datetime,cancel_type,cancel_reason_text,cancel_reason_code,pickup_cancelled_datetime,seller_org_code,bi_pointsbalance_atorder,shipped_datetime,pickup_store_number,picked_up_datetime,external_order_type,external_order_number,hal_selected
01,6228075089,2300000032704456,1018946164,113829504,113829504,2020-09-24,2020-09-24 13:53:11,2020-09-24 20:53:11,2020-09-24 13:53:11,US ONLINE,R,null,0701,null,null,-6,0,0,0,0,-167,-167.0,0,0,null,null,null,null,null,-12.12,mobileWeb,US,USD,null,Y,null,csrMIA Jessica_Greaux,null,null,30692334896,null,0,0,null,null,null,null,null,null,N,2020-09-24 13:53:11,2020-09-24 20:53:11,2020-09-24 13:53:11,202009,2020-09-24,13,2020-10-08 22:40:00,2020-10-08 22:40:00,2020-10-08 22:40:00,OrderHeader,9,741006,1602184197903,Online,2020-09-24 13:53:11,null,null,null,null,null,null,null,null,null,null,null,null,null
01,1190127959,2253998840495710,1022655184,113833563,113833563,2020-09-24,2020-09-24 13:14:51,2020-09-24 20:14:51,2020-09-24 13:14:51,US ONLINE,R,null,0701,null,null,-1,0,0,0,0,-20.35,-20.35,0,0,null,null,null,null,null,-1.68,iphoneAppV2.0,US,USD,null,N,null,csrUDC Dleyntsh_Rainey,null,null,30734129771,null,0,0,null,null,null,null,null,null,N,2020-09-24 13:14:51,2020-09-24 20:14:51,2020-09-24 13:14:51,202009,2020-09-24,13,2020-10-08 22:38:57,2020-10-08 22:38:57,2020-10-08 22:38:57,OrderHeader,15,740858,1602183993700,Online,2020-09-24 13:14:51,null,null,null,null,null,null,null,null,null,null,null,null,null
01,26490599829,2300000083121764,1006359354,113826844,113826844,2020-09-24,2020-09-24 13:52:45,2020-09-24 20:52:45,2020-09-24 13:52:45,CA ONLINE,R,null,0750,null,null,-1,0,0,0,0,-101.4471132328808,-136.0,0,0,1.3406,null,null,null,null,-20.37,mobileWeb,CA,CAD,null,N,null,csrWPG BaraNdiaye,null,null,31061782302,null,0,0,null,null,null,null,null,null,N,2020-09-24 13:52:45,2020-09-24 20:52:45,2020-09-24 13:52:45,202009,2020-09-24,13,2020-10-08 22:38:57,2020-10-08 22:38:57,2020-10-08 22:38:57,OrderHeader,18,740910,1602183996312,Online,2020-09-24 13:52:45,null,null,null,null,null,null,null,null,null,null,null,null,null
01,5792104117,2300000027789355,1071123013,113825730,113825730,2020-09-24,2020-09-24 13:12:33,2020-09-24 20:12:33,2020-09-24 13:12:33,US ONLINE,R,null,0701,null,null,-4,0,0,0,0,-46,-46.0,0,0,null,null,null,null,null,-2.76,iphoneAppV2.0,US,USD,null,N,null,csrORL SamanthaWilliams,null,null,30951075363,null,0,0,null,null,null,null,null,null,N,2020-09-24 13:12:33,2020-09-24 20:12:33,2020-09-24 13:12:33,202009,2020-09-24,13,2020-10-08 22:34:46,2020-10-08 22:34:46,2020-10-08 22:34:46,OrderHeader,16,740668,1602183808919,Online,2020-09-24 13:12:33,null,null,null,null,null,null,null,null,null,null,null,null,null
01,23041055792,2300000074670366,1032199377,113828910,113828910,2020-09-24,2020-09-24 13:59:46,2020-09-24 20:59:46,2020-09-24 13:59:46,US ONLINE,R,null,0701,null,null,-2,0,0,0,0,-165,-165.0,0,0,null,null,null,null,null,-10.73,mobileWeb,US,USD,null,N,null,csrWPG Anant DeepSingh,null,null,30869362550,null,0,0,null,null,null,null,null,null,N,2020-09-24 13:59:46,2020-09-24 20:59:46,2020-09-24 13:59:46,202009,2020-09-24,13,2020-10-08 22:38:57,2020-10-08 22:38:57,2020-10-08 22:38:57,OrderHeader,12,740901,1602183997060,Online,2020-09-24 13:59:46,null,null,null,null,null,null,null,null,null,null,null,null,null
01,1974071467,2300000007187137,1014084008,113832588,113832588,2020-09-24,2020-09-24 13:11:54,2020-09-24 20:11:54,2020-09-24 13:11:54,US ONLINE,R,null,0701,null,null,-1,0,0,0,0,0,-0.0,0,0,null,null,null,null,null,-0.0,default,US,USD,null,N,null,csrWPG CarmelaUnciano,null,null,30934792644,null,0,0,null,null,null,null,null,null,N,2020-09-24 13:11:54,2020-09-24 20:11:54,2020-09-24 13:11:54,202009,2020-09-24,13,2020-10-08 22:38:57,2020-10-08 22:38:57,2020-10-08 22:38:57,OrderHeader,2,733072,1602184002515,Online,2020-09-24 13:11:54,null,null,null,null,null,null,null,null,null,null,null,null,null
01,5097705915,2300000017864371,1028414767,113832586,113832586,2020-09-24,2020-09-24 13:09:11,2020-09-24 20:09:11,2020-09-24 13:09:11,CA ONLINE,R,null,0750,null,null,-1,0,0,0,0,-28.345516932716695,-38.0,0,0,1.3406,null,null,null,null,-4.94,default,CA,CAD,null,N,null,csrORL SerenaTorres,null,null,31076861511,null,0,0,null,null,null,null,null,null,N,2020-09-24 13:09:11,2020-09-24 20:09:11,2020-09-24 13:09:11,202009,2020-09-24,13,2020-10-08 22:44:10,2020-10-08 22:44:10,2020-10-08 22:44:10,OrderHeader,8,741094,1602184307088,Online,2020-09-24 13:09:11,null,null,null,null,null,null,null,null,null,null,null,null,null
01,1776298525,2300000004745707,1023611781,113828906,113828906,2020-09-24,2020-09-24 13:49:05,2020-09-24 20:49:05,2020-09-24 13:49:05,US ONLINE,R,null,0701,null,null,-1,0,0,0,0,0,-0.0,0,0,null,null,null,null,null,-0.0,mobileWeb,US,USD,null,N,null,csrORL Pedro RNunez,null,null,30922401358,null,0,0,null,null,null,null,null,null,N,2020-09-24 13:49:05,2020-09-24 20:49:05,2020-09-24 13:49:05,202009,2020-09-24,13,2020-10-08 22:38:57,2020-10-08 22:38:57,2020-10-08 22:38:57,OrderHeader,12,740899,1602183994916,Online,2020-09-24 13:49:05,null,null,null,null,null,null,null,null,null,null,null,null,null
01,6829285019,2300000037852308,1060933776,113832626,113832626,2020-09-24,2020-09-24 13:51:49,2020-09-24 20:51:49,2020-09-24 13:51:49,US ONLINE,R,null,0701,null,null,-1,0,0,0,0,-30.98,-30.98,0,0,null,null,null,null,null,-2.66,iphoneAppV2.0,US,USD,null,N,null,csrORL EdgardoGil Alvarez,null,null,31015324291,null,0,0,null,null,null,null,null,null,N,2020-09-24 13:51:49,2020-09-24 20:51:49,2020-09-24 13:51:49,202009,2020-09-24,13,2020-10-08 22:44:10,2020-10-08 22:44:10,2020-10-08 22:44:10,OrderHeader,6,741074,1602184311544,Online,2020-09-24 13:51:49,null,null,null,null,null,null,null,null,null,null,null,null,null
01,12217755787,2300000063102318,1013835418,113829490,113829490,2020-09-24,2020-09-24 13:17:11,2020-09-24 20:17:11,2020-09-24 13:17:11,US ONLINE,R,null,0701,null,null,-5,0,0,0,0,-50,-50.0,0,0,null,null,null,null,null,-3.0,default,US,USD,null,N,null,csrWPG JubrilAdeyemoh,null,null,31014615129,null,0,0,null,null,null,null,null,null,N,2020-09-24 13:17:11,2020-09-24 20:17:11,2020-09-24 13:17:11,202009,2020-09-24,13,2020-10-08 22:44:10,2020-10-08 22:44:10,2020-10-08 22:44:10,OrderHeader,2,733204,1602184306509,Online,2020-09-24 13:17:11,null,null,null,null,null,null,null,null,null,null,null,null,null
01,11067421803,2300000058619395,1090255149,113828890,113828890,2020-09-24,2020-09-24 13:05:16,2020-09-24 20:05:16,2020-09-24 13:05:16,US ONLINE,R,null,0701,null,null,-1,0,0,0,0,-14,-14.0,0,0,null,null,null,null,null,-0.0,iphoneAppV2.0,US,USD,null,N,null,csrWDC Angelica_Marin Ocampo,null,null,30378688501,null,0,0,null,null,null,null,null,null,N,2020-09-24 13:05:16,2020-09-24 20:05:16,2020-09-24 13:05:16,202009,2020-09-24,13,2020-10-08 22:44:10,2020-10-08 22:44:10,2020-10-08 22:44:10,OrderHeader,2,733223,1602184338837,Online,2020-09-24 13:05:16,null,null,null,null,null,null,null,null,null,null,null,null,null
01,8530819269,2300000047772719,1038415459,113832619,113832619,2020-09-24,2020-09-24 13:44:05,2020-09-24 20:44:05,2020-09-24 13:44:05,US ONLINE,R,null,0701,null,null,-1,0,0,0,0,-100,-100.0,0,0,null,null,null,null,null,-7.25,iphoneAppV2.0,US,USD,null,N,null,csrORL CarlosCaraballo,null,null,31050603049,null,0,0,null,null,null,null,null,null,N,2020-09-24 13:44:05,2020-09-24 20:44:05,2020-09-24 13:44:05,202009,2020-09-24,13,2020-10-08 22:34:46,2020-10-08 22:34:46,2020-10-08 22:34:46,OrderHeader,3,740812,1602183827516,Online,2020-09-24 13:44:05,null,null,null,null,null,null,null,null,null,null,null,null,null
