sephora_id,order_number,atg_order_number,purchase_date,product_sk,sku_number,store_number,discount_amount,transaction_type,currency_code,void_flag,dotcom_guest_flag,brand_name,sample_sku_code,csr_id,standard_sample_flag,total_sales_local_amount,gross_units,product_category,merch_code,country_origin,mplus_flag,transaction_number,transaction_sequence_number,shipped_date,department_number,department_name,hazmat_flag,gift_flag,dt,release_date,received_date,purchase_year,purchase_month,channel_type
null,086780037600000000626200001,,2020-10-01,40940802,1945187,38,0,S,US,N,null,YSL,,null,null,29,1,Perfume Gift Sets,,,,6262,1,2020-10-01,20,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1025060477,087020043200000000439100001,null,2020-10-25,40942886,1966258,250,0,S,US,N,null,LANEIGE,,null,null,22,1,Lip Balms & Treatments,,null,,4391,1,2020-10-25,15,Skincare,null,null,2020-10-28-161844,null,null,2020,10,US STORE
null,086780054200000002288500004,,2020-10-01,40916933,1708866,414,0,S,US,N,null,MAKE UP FOR EVER,,null,null,43,1,Foundation,,,,22885,1,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1025060477,087020043200000000439100001,null,2020-10-25,40932727,1866359,250,0,S,US,N,null,LANCOME,,null,null,13,1,Makeup,,null,,4391,2,2020-10-25,10,Makeup,null,null,2020-10-27-155857,null,null,2020,10,US STORE
null,086780060600000009318500003,,2020-10-01,135777,621284,458,0,S,US,N,null,PROFUSION,OT,null,null,50,1,,GC,,,93185,1,2020-10-01,96,Unclassified,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1031747313,086920065400000009200900003,null,2020-10-15,40938680,1925684,256,0,S,US,N,null,FENTY,,null,null,25,1,Contour,,null,,92009,1,2020-10-15,10,Makeup,null,null,2020-10-17-170950,null,null,2020,10,US STORE
null,086780064900000002224200001,,2020-10-01,40970583,2243285,86,0,S,US,N,null,NATASHA DENONA,,null,null,25,1,Lipstick,,,,22242,1,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1039311561,086820041200000004519000006,,2020-10-05,40977373,2311678,74,0,S,US,N,null,SOL DE JANEIRO,BI,null,null,0,1,,,,,45190,2,2020-10-05,97,Unclassified,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086780064900000002233000001,,2020-10-01,40949660,2033264,86,0,S,US,N,null,OLAPLEX,,null,null,28,1,Scalp & Hair Treatments,,,,22330,1,2020-10-01,16,Hair,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1039311561,086820041200000004519000006,,2020-10-05,40982590,2362432,74,0,S,US,N,null,RARE BEAUTY,,null,null,26,1,Face Primer,,,,45190,1,2020-10-05,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086780065700000009769200002,,2020-10-01,40925404,1793785,98,0,S,US,N,null,FRESH,,null,null,24,1,Lip Balm & Treatment,,,,97692,2,2020-10-01,15,Skincare,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1004087708,086840246800000005962600001,,2020-10-07,40979922,2335198,920,0,S,US,N,null,ILIA,,null,null,28,1,Mascara,,,,59626,1,2020-10-07,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086780065700000009769200002,,2020-10-01,40970748,2245710,98,0,S,US,N,null,NARS,,null,null,26,1,Lipstick,,,,97692,1,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1004087708,086840246800000005962600001,,2020-10-07,40979843,2334969,920,0,S,US,N,null,ILIA,,null,null,26,1,Eyeliner,,,,59626,2,2020-10-07,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086780067400000008958500002,,2020-10-01,170141,1025824,88,0,S,US,N,null,YSL,,null,null,60,1,Cologne,,,,89585,2,2020-10-01,30,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1046283947,087060087900000008377000001,null,2020-10-29,40977025,2307775,130,0,S,US,N,null,FENTY,,null,null,25,1,Value & Gift Sets,,null,,83770,1,2020-10-29,10,Makeup,null,null,2020-10-31-154221,null,null,2020,10,US STORE
null,086780067400000008958500002,,2020-10-01,169663,1019991,88,0,S,US,N,null,DOLCE & GABBANA,,null,null,90,1,Cologne,,,,89585,1,2020-10-01,30,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1046283947,087060087900000008377000001,null,2020-10-29,40986931,2405876,130,0,S,US,N,null,BRIOGEO HAIR CARE,OT,null,null,0,1,GWP,,null,,83770,2,2020-10-29,96,Unclassified,null,null,2020-10-31-154221,null,null,2020,10,US STORE
null,086780068000000008771900004,,2020-10-01,40975234,2290138,134,0,S,US,N,null,SEPHORA ACCESSORIES,,null,null,20,1,Eye Brushes,,,,87719,2,2020-10-01,40,Sephora Collection,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1094772951,086830046000000007378800001,null,2020-10-06,40969348,2230829,310,-2,S,US,N,null,BEAUTYBLENDER,,null,null,18,1,Sponges & Applicators,,null,,73788,3,2020-10-06,10,Makeup,null,null,2020-10-15-160644,null,null,2020,10,US STORE
null,086780068000000008771900004,,2020-10-01,40901483,1578251,134,0,S,US,N,null,BENEFIT,,null,null,13,1,Makeup,,,,87719,1,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1094772951,086830046000000007378800001,null,2020-10-06,205110,1410950,310,-0.01,S,US,N,null,SYSTEM USE,OT,null,null,0.04,1,SPECIAL PRODUCTS,,null,,73788,4,2020-10-06,96,Unclassified,null,null,2020-10-15-160644,null,null,2020,10,US STORE
null,086780068000000008771900004,,2020-10-01,40974980,2288090,134,0,S,US,N,null,HUDA BEAUTY,,null,null,29,1,Eye Palettes,,,,87719,3,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1094772951,086830046000000007378800001,null,2020-10-06,40955736,2097400,310,-1.5,S,US,N,null,BEAUTYBLENDER,,null,null,13.5,1,Sponges & Applicators,,null,,73788,1,2020-10-06,10,Makeup,null,null,2020-10-15-160644,null,null,2020,10,US STORE
null,086780091500000006785300004,,2020-10-01,193266,1287440,238,0,S,US,N,null,"BROWN, BOBBI",,null,null,28,1,Eyeliner,,,,67853,1,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1094772951,086830046000000007378800001,null,2020-10-06,40915253,1696038,310,-1.8,S,US,N,null,BEAUTYBLENDER,,null,null,16.2,1,Brush Cleaners,,null,,73788,2,2020-10-06,10,Makeup,null,null,2020-10-15-160644,null,null,2020,10,US STORE
null,086780103000000002267400001,,2020-10-01,40915248,1695980,624,0,S,US,N,null,CHANEL,,null,null,125,1,Cologne,,,,22674,1,2020-10-01,30,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1094772951,086900046000000004432700004,null,2020-10-13,205110,1410950,310,-0.01,S,US,N,null,SYSTEM USE,OT,null,null,0.04,1,SPECIAL PRODUCTS,,null,,44327,1,2020-10-13,96,Unclassified,null,null,2020-10-16-155044,null,null,2020,10,US STORE
null,086780103000000002267400001,,2020-10-01,189045,1239813,624,0,S,US,N,null,CHLOE,,null,null,132,1,Perfume,,,,22674,4,2020-10-01,20,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1094772951,086900046000000004432700004,null,2020-10-13,40934078,1879956,310,-2.6,S,US,N,null,MARC JACOBS BEAUTY,,null,null,23.4,1,Eyeliner,,null,,44327,2,2020-10-13,10,Makeup,null,null,2020-10-15-160644,null,null,2020,10,US STORE
null,086780103000000002267400001,,2020-10-01,192991,1284025,624,0,S,US,N,null,CHLOE,,null,null,34,1,Rollerballs & Travel Size,,,,22674,3,2020-10-01,20,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1094772951,086900046000000004432700004,null,2020-10-13,40936981,1908458,310,-0.9,S,US,N,null,SEPHORA ACCESSORIES,,null,null,8.1,1,False Eyelashes,,null,,44327,7,2020-10-13,40,Sephora Collection,null,null,2020-10-15-160644,null,null,2020,10,US STORE
null,086780103000000002267400001,,2020-10-01,192991,1284025,624,0,S,US,N,null,CHLOE,,null,null,34,1,Rollerballs & Travel Size,,,,22674,2,2020-10-01,20,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1094772951,086900046000000004432700004,null,2020-10-13,40950281,2041051,310,-2.6,S,US,N,null,VELOUR LASHES,,null,null,23.4,1,False Eyelashes,,null,,44327,5,2020-10-13,10,Makeup,null,null,2020-10-16-155044,null,null,2020,10,US STORE
null,086780103200000008602800003,,2020-10-01,213634,1501345,610,0,S,US,N,null,MARC JACOBS BEAUTY,,null,null,26,1,Eyeliner,,,,86028,1,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1094772951,086900046000000004432700004,null,2020-10-13,40900861,1571983,310,-2.6,S,US,N,null,MARC JACOBS BEAUTY,,null,null,23.4,1,Eyeliner,,null,,44327,3,2020-10-13,10,Makeup,null,null,2020-10-15-160644,null,null,2020,10,US STORE
null,086780107000000007110500004,,2020-10-01,40910356,1646876,626,0,S,US,N,null,SEPHORA COLOR,,null,null,15,1,Lipstick,,,,71105,3,2020-10-01,40,Sephora Collection,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1094772951,086900046000000004432700004,null,2020-10-13,40962003,2159119,310,-1.6,S,US,N,null,MARC JACOBS BEAUTY,,null,null,14.4,1,Lipstick,,null,,44327,8,2020-10-13,10,Makeup,null,null,2020-10-15-160644,null,null,2020,10,US STORE
null,086780107000000007110500004,,2020-10-01,146448,747410,626,0,S,US,N,null,BARE MINERALS,,null,null,32,1,Foundation,,,,71105,2,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1094772951,086900046000000004432700004,null,2020-10-13,40977351,2311686,310,0,S,US,N,null,MILK MAKE UP,BI,null,null,0,1,,,null,,44327,9,2020-10-13,97,Unclassified,null,null,2020-10-15-160644,null,null,2020,10,US STORE
null,086780107000000007110500004,,2020-10-01,40953102,2069698,626,0,S,US,N,null,LIVING PROOF INC,,null,null,15,1,Hair,,,,71105,1,2020-10-01,16,Hair,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1094772951,086900046000000004432700004,null,2020-10-13,40950284,2041069,310,-2.6,S,US,N,null,VELOUR LASHES,,null,null,23.4,1,False Eyelashes,,null,,44327,6,2020-10-13,10,Makeup,null,null,2020-10-15-160644,null,null,2020,10,US STORE
null,086780134200000002987700002,,2020-10-01,40976788,2306199,684,0,S,US,N,null,MILK MAKE UP,,null,null,36,1,Setting Spray & Powder,,,,29877,1,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1094772951,086900046000000004432700004,null,2020-10-13,40938972,1927698,310,-2.2,S,US,N,null,VELOUR LASHES,,null,null,19.8,1,False Eyelashes,,null,,44327,4,2020-10-13,10,Makeup,null,null,2020-10-16-155044,null,null,2020,10,US STORE
null,086780244200000000105100005,,2020-10-01,40949660,2033264,290,0,S,US,N,null,OLAPLEX,,null,null,28,1,Scalp & Hair Treatments,,,,1051,1,2020-10-01,16,Hair,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1088137939,086800049800000004069600004,,2020-10-03,40942714,1964519,348,0,S,US,N,null,FARMACY,,null,null,45,1,Moisturizers,,,,40696,2,2020-10-03,15,Skincare,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086780244600000002154500002,,2020-10-01,40926468,1804368,430,0,S,US,N,null,JULIETTE HAS A GUN,,null,null,28,1,Rollerballs & Travel Size,,,,21545,1,2020-10-01,20,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1088137939,086800049800000004069600004,,2020-10-03,40977373,2311678,348,0,S,US,N,null,SOL DE JANEIRO,BI,null,null,0,1,,,,,40696,3,2020-10-03,97,Unclassified,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086780245100000000632300061,,2020-10-01,40978519,2323269,444,0,S,US,N,null,VIVABOXES,,null,null,68,1,Perfume Gift Sets,,,,6323,1,2020-10-01,20,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1088137939,086800049800000004069600004,,2020-10-03,216975,1533439,348,0,S,US,N,null,TOO FACED,,null,null,26,1,Mascara,,,,40696,1,2020-10-03,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086780249900000001319800001,,2020-10-01,159384,895490,928,0,S,US,Y,null,SEPHORA ACCESSORIES,,null,null,15,1,Tweezers & Eyebrow Tools,,,,13198,7,2020-10-01,40,Sephora Collection,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1088137939,087050049800000004278300004,null,2020-10-28,40936223,1900836,348,0,S,US,N,null,TARTE INC.,,null,null,39,1,Foundation,,null,,42783,1,2020-10-28,10,Makeup,null,null,2020-10-30-160013,null,null,2020,10,US STORE
null,086780249900000001319800001,,2020-10-01,40923851,1778398,928,0,S,US,Y,null,SEPHORA ACCESSORIES,,null,null,9,1,Hair Removal,,,,13198,6,2020-10-01,40,Sephora Collection,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1053126134,086940094300000000319500003,null,2020-10-17,40967628,2213510,284,0,S,US,N,null,SUNDAY RILEY SKINCARE,,null,null,40,1,Face Oils,,null,,3195,4,2020-10-17,15,Skincare,null,null,2020-10-21-005014,null,null,2020,10,US STORE
null,086780249900000001319800001,,2020-10-01,40912173,1665082,928,0,S,US,Y,null,BENEFIT,,null,null,25,1,Mascara,,,,13198,11,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1053126134,086940094300000000319500003,null,2020-10-17,40942386,1961218,284,0,S,US,N,null,TOO FACED,,null,null,34,1,Setting Spray & Powder,,null,,3195,2,2020-10-17,10,Makeup,null,null,2020-10-19-154606,null,null,2020,10,US STORE
null,086780249900000001319800001,,2020-10-01,40965092,2190239,928,0,S,US,Y,null,AMIKA,,null,null,20,1,Conditioner,,,,13198,2,2020-10-01,16,Hair,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1053126134,086940094300000000319500003,null,2020-10-17,40969721,2234649,284,0,S,US,N,null,TOO FACED,,null,null,26,1,Mascara,,null,,3195,1,2020-10-17,10,Makeup,null,null,2020-10-19-154606,null,null,2020,10,US STORE
null,086780249900000001319800001,,2020-10-01,40965139,2190221,928,0,S,US,Y,null,AMIKA,,null,null,20,1,Shampoo,,,,13198,1,2020-10-01,16,Hair,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1053126134,086940094300000000319500003,null,2020-10-17,40964205,2181006,284,0,S,US,N,null,TATCHA,,null,null,68,1,Moisturizers,,null,,3195,3,2020-10-17,15,Skincare,null,null,2020-10-21-005014,null,null,2020,10,US STORE
null,086780249900000001319800001,,2020-10-01,40981523,2351195,928,0,S,US,Y,null,CHARLOTTE TILBURY,,null,null,55,1,Bronzer,,,,13198,3,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1081211654,086980278700000001471800005,null,2020-10-21,40963348,2172310,1246,-10,S,US,N,null,NARS,,null,null,20,1,Concealer,,null,,14718,1,2020-10-21,10,Makeup,null,null,2020-10-23-155056,null,null,2020,10,US STORE
null,086780249900000001319800001,,2020-10-01,40959751,2136497,928,0,S,US,Y,null,CHARLOTTE TILBURY,,null,null,32,1,Concealer,,,,13198,9,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1081211654,086900063000000009279800001,null,2020-10-13,40949223,2031045,82,0,S,US,N,null,NARS,,null,null,49,1,Foundation,,null,,92798,1,2020-10-13,10,Makeup,null,null,2020-10-15-160644,null,null,2020,10,US STORE
null,086780249900000001319800001,,2020-10-01,195065,1307479,928,0,S,US,Y,null,LAURA MERCIER,,null,null,39,1,Setting Spray & Powder,,,,13198,5,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1081211654,086900063000000009279800001,null,2020-10-13,40970638,2245256,82,0,S,US,N,null,NARS,,null,null,13,1,Makeup,,null,,92798,2,2020-10-13,10,Makeup,null,null,2020-10-15-160644,null,null,2020,10,US STORE
null,086780249900000001319800001,,2020-10-01,40974467,2282465,928,0,S,US,Y,null,KOSAS,,null,null,34,1,Cheek Palettes,,,,13198,10,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1081211654,086900063000000009279800001,null,2020-10-13,40977351,2311686,82,0,S,US,N,null,MILK MAKE UP,BI,null,null,0,1,,,null,,92798,3,2020-10-13,97,Unclassified,null,null,2020-10-15-160644,null,null,2020,10,US STORE
null,086780249900000001319800001,,2020-10-01,40967588,2213247,928,0,S,US,Y,null,SUMMER FRIDAYS,,null,null,25,1,Mini Size,,,,13198,4,2020-10-01,15,Skincare,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1025749199,086910097200000007815500002,null,2020-10-14,40941969,1957091,476,0,S,US,N,null,ORIGINS NATURAL RESOURCES,,null,null,41,1,Moisturizers,,null,,78155,1,2020-10-14,15,Skincare,null,null,2020-10-16-155044,null,null,2020,10,US STORE
null,086780249900000001319800001,,2020-10-01,209460,1457688,928,0,S,US,Y,null,SEPHORA ACCESSORIES,,null,null,27,1,Tweezers & Eyebrow Tools,,,,13198,12,2020-10-01,40,Sephora Collection,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1085179298,087020079000000002035900002,null,2020-10-25,40967399,2211639,428,0,S,US,N,null,THE INKEY LIST,,null,null,14.99,1,Face Serums,,null,,20359,1,2020-10-25,15,Skincare,null,null,2020-10-27-155857,null,null,2020,10,US STORE
null,086780249900000001319800001,,2020-10-01,40934078,1879956,928,0,S,US,Y,null,MARC JACOBS BEAUTY,,null,null,26,1,Eyeliner,,,,13198,8,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1038442041,086810099700000006717100003,,2020-10-04,40985331,2389542,494,0,S,US,N,null,MAKEUP BY MARIO,,null,null,22,1,Eyeliner,,,,67171,4,2020-10-04,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086780285600000001884300001,,2020-10-01,40925078,1790526,1294,0,S,US,N,null,ANASTASIA,,null,null,23,1,Eyebrow,,,,18843,1,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1038442041,086810099700000006717100003,,2020-10-04,40943734,1974823,494,0,S,US,N,null,SMASHBOX,,null,null,21,1,Lip Liner,,,,67171,6,2020-10-04,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086780285600000001884300001,,2020-10-01,40968012,2216356,1294,0,S,US,N,null,LAURA MERCIER,,null,null,32,1,Lipstick,,,,18843,3,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1038442041,086810099700000006717100003,,2020-10-04,40949945,2037752,494,0,S,US,N,null,SMASHBOX,,null,null,24,1,Lipstick,,,,67171,2,2020-10-04,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086780285600000001884300001,,2020-10-01,40977004,2306413,1294,0,S,US,N,null,LAURA MERCIER,,null,null,24,1,Makeup,,,,18843,2,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1038442041,086810099700000006717100003,,2020-10-04,40971344,2250876,494,0,S,US,N,null,ILIA,,null,null,30,1,Concealer,,,,67171,1,2020-10-04,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086780286300000000692600002,,2020-10-01,40935551,1894039,1268,0,S,US,N,null,FARMACY,,null,null,34,1,Moisturizers,,,,6926,1,2020-10-01,15,Skincare,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1038442041,086810099700000006717100003,,2020-10-04,40985332,2389708,494,0,S,US,N,null,MAKEUP BY MARIO,,null,null,22,1,Highlighter,,,,67171,7,2020-10-04,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086780286400000000891500001,,2020-10-01,40981043,2346575,1306,0,S,US,N,null,BEAUTYBLENDER,,null,null,20,1,Sponges & Applicators,,,,8915,2,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1038442041,086810099700000006717100003,,2020-10-04,40966569,2204055,494,0,S,US,N,null,LILAH B.,,null,null,30,1,Lip Gloss,,,,67171,3,2020-10-04,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086780286400000000891500001,,2020-10-01,40958351,2122166,1306,0,S,US,N,null,SEPHORA ACCESSORIES,,null,null,20,1,Facial Rollers,,,,8915,1,2020-10-01,40,Sephora Collection,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1038442041,086810099700000006717100003,,2020-10-04,202106,1387232,494,0,S,US,N,null,SMASHBOX,,null,null,21,1,Lipstick,,,,67171,5,2020-10-04,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086780286400000000891500001,,2020-10-01,40918885,1728492,1306,0,S,US,N,null,BENEFIT,,null,null,13,1,Makeup,,,,8915,3,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1039531950,086950276500000007644200004,null,2020-10-18,40958031,2118867,1230,0,S,US,N,null,OLAPLEX,,null,null,28,1,Shampoo,,null,,76442,4,2020-10-18,16,Hair,null,null,2020-10-21-154032,null,null,2020,10,US STORE
null,086780286400000000891500001,,2020-10-01,185701,1201474,1306,0,S,US,N,null,SHISEIDO,,null,null,22,1,Eyelash Curlers,,,,8915,4,2020-10-01,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1039531950,086950276500000007644200004,null,2020-10-18,40984602,2382414,1230,0,S,US,N,null,BIOSSANCE,,null,null,5,1,Mini Size,,null,,76442,2,2020-10-18,15,Skincare,null,null,2020-10-21-005014,null,null,2020,10,US STORE
null,086780288200000000452200002,,2020-10-01,40984822,2384667,1270,0,S,US,N,null,TATCHA,,null,null,72,1,Value & Gift Sets,,,,4522,2,2020-10-01,15,Skincare,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1039531950,086950276500000007644200004,null,2020-10-18,40984602,2382414,1230,0,S,US,N,null,BIOSSANCE,,null,null,5,1,Mini Size,,null,,76442,1,2020-10-18,15,Skincare,null,null,2020-10-21-005014,null,null,2020,10,US STORE
null,086780288200000000452200002,,2020-10-01,40955850,2096741,1270,0,S,US,N,null,SHISEIDO,,null,null,75,1,Face Serums,,,,4522,1,2020-10-01,15,Skincare,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1039531950,086950276500000007644200004,null,2020-10-18,40958007,2118875,1230,0,S,US,N,null,OLAPLEX,,null,null,28,1,Conditioner,,null,,76442,3,2020-10-18,16,Hair,null,null,2020-10-21-005014,null,null,2020,10,US STORE
null,086790041800000000545800072,,2020-10-02,40976642,2303808,100,0,S,US,N,null,LAURA MERCIER,,null,null,38,1,Face Primer,,,,5458,1,2020-10-02,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1039531950,086950276500000007644200004,null,2020-10-18,40966919,2207231,1230,0,S,US,N,null,GLOW RECIPE,,null,null,28,1,Mists & Essences,,null,,76442,6,2020-10-18,15,Skincare,null,null,2020-10-21-005014,null,null,2020,10,US STORE
null,086790042000000008036900002,,2020-10-02,40978181,2319267,196,0,S,US,N,null,DOLCE & GABBANA,,null,null,96,1,Perfume,,,,80369,1,2020-10-02,20,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1039531950,086950276500000007644200004,null,2020-10-18,40963048,2169423,1230,0,S,US,N,null,MILK MAKE UP,,null,null,30,1,Face Primer,,null,,76442,5,2020-10-18,10,Makeup,null,null,2020-10-21-154032,null,null,2020,10,US STORE
null,086790042000000008036900002,,2020-10-02,40954389,2082485,196,0,S,US,N,null,PAT MCGRATH LABS,,null,null,28,1,Lip Gloss,,,,80369,8,2020-10-02,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1039531950,086950276500000007644100004,null,2020-10-18,40958007,2118875,1230,0,S,US,N,null,OLAPLEX,,null,null,28,1,Conditioner,,null,,76441,1,2020-10-18,16,Hair,null,null,2020-10-21-005014,null,null,2020,10,US STORE
null,086790042000000008036900002,,2020-10-02,40984045,2376564,196,0,S,US,N,null,LAURA MERCIER,,null,null,39,1,Setting Spray & Powder,,,,80369,3,2020-10-02,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1039531950,086950276500000007644100004,null,2020-10-18,40958031,2118867,1230,0,S,US,N,null,OLAPLEX,,null,null,28,1,Shampoo,,null,,76441,2,2020-10-18,16,Hair,null,null,2020-10-21-154032,null,null,2020,10,US STORE
null,086790042000000008036900002,,2020-10-02,40975823,2296267,196,0,S,US,N,null,GUCCI,,null,null,34,1,Rollerballs & Travel Size,,,,80369,6,2020-10-02,20,Fragrance,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1007022161,087060081000000000109800003,null,2020-10-29,40977351,2311686,422,0,S,US,N,null,MILK MAKE UP,BI,null,null,0,1,,,null,,1098,1,2020-10-29,97,Unclassified,null,null,2020-10-31-154221,null,null,2020,10,US STORE
null,086790042000000008036900002,,2020-10-02,40974460,2282119,196,0,S,US,N,null,SEPHORA SKINCARE,,null,null,5.5,1,Sheet Masks,,,,80369,15,2020-10-02,40,Sephora Collection,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1007022161,087060081000000000109800003,null,2020-10-29,40902221,1585819,422,0,S,US,N,null,KVD VEGAN BEAUTY,,null,null,21,1,Eyeliner,,null,,1098,2,2020-10-29,10,Makeup,null,null,2020-10-31-154221,null,null,2020,10,US STORE
null,086790042000000008036900002,,2020-10-02,40946149,1999952,196,0,S,US,N,null,LA MER,,null,null,125,1,Foundation,,,,80369,2,2020-10-02,15,Skincare,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1077979194,087080238800000000382700061,null,2020-10-31,40966576,2204204,778,0,S,US,N,null,ISLE OF PARADISE,,null,null,6.5,1,For Body,,null,,3827,3,2020-10-31,15,Skincare,null,null,2020-11-02-160351,null,null,2020,10,US STORE
null,086790042000000008036900002,,2020-10-02,40912332,1666676,196,0,S,US,N,null,YSL,,null,null,29,1,Mascara,,,,80369,13,2020-10-02,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1077979194,087080238800000000382700061,null,2020-10-31,40953991,2078327,778,0,S,US,N,null,ISLE OF PARADISE,,null,null,29,1,For Face,,null,,3827,2,2020-10-31,15,Skincare,null,null,2020-11-02-160351,null,null,2020,10,US STORE
null,086790042000000008036900002,,2020-10-02,40925104,1790781,196,0,S,US,N,null,ANASTASIA,,null,null,20,1,Lipstick,,,,80369,14,2020-10-02,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1077979194,087080238800000000382700061,null,2020-10-31,40971481,2252609,778,0,S,US,N,null,ISLE OF PARADISE,,null,null,29,1,For Body,,null,,3827,1,2020-10-31,15,Skincare,null,null,2020-11-02-160351,null,null,2020,10,US STORE
null,086790042000000008036900002,,2020-10-02,157280,871111,196,0,S,US,N,null,LAURA MERCIER,,null,null,16,1,Sponges & Applicators,,,,80369,9,2020-10-02,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
1022306010,086810262300000007938600003,,2020-10-04,40979911,2335693,1116,-3.75,S,US,N,null,SEPHORA COLOR,,null,null,8.25,1,Lip Sets,,,,79386,2,2020-10-04,40,Sephora Collection,null,null,2020-10-15-135812,null,null,2020,10,US STORE
null,086790042000000008036900002,,2020-10-02,40950109,2038602,196,0,S,US,N,null,YSL,,null,null,29,1,Mascara,,,,80369,12,2020-10-02,10,Makeup,null,null,2020-10-15-135812,null,null,2020,10,US STORE
